,0
463,2877.0
464,2885.0
465,2793.0
466,2749.0
467,2775.0
468,2750.0
469,2733.0
470,2655.0
471,2599.0
472,2608.0
473,2637.0
474,2504.0
475,2493.0
476,2431.0
477,2412.0
478,2389.0
479,2401.0
480,2380.0
481,2371.0
482,2261.0
483,2214.0
484,2153.0
485,2233.0
486,2178.0
487,2177.0
488,2134.0
489,2139.0
490,2203.0
491,2074.0
492,2072.0
493,2142.0
494,2215.0
495,2145.0
496,2128.0
497,2232.0
498,2306.0
499,2308.0
500,2315.0
501,2321.0
502,2303.0
503,2350.0
504,2389.0
505,2430.0
506,2468.0
507,2472.0
508,2549.0
509,2549.0
510,2779.0
511,2710.0
512,2874.0
513,2827.0
514,2831.0
515,2860.0
516,2842.0
517,2745.0
518,2807.0
519,2756.0
520,2722.0
521,2674.0
522,2599.0
523,2663.0
524,2676.0
525,2503.0
526,2487.0
527,2431.0
528,2389.0
529,2380.0
530,2418.0
531,2379.0
532,2329.0
533,2261.0
534,2207.0
535,2126.0
536,2199.0
537,2229.0
538,2182.0
539,2182.0
540,2164.0
541,2192.0
542,2077.0
543,2141.0
544,2195.0
545,2222.0
546,2148.0
547,2166.0
548,2254.0
549,2299.0
550,2298.0
551,2330.0
552,2316.0
553,2330.0
554,2372.0
555,2399.0
556,2449.0
557,2478.0
558,2487.0
559,2574.0
560,2574.0
561,2789.0
562,2694.0
563,2792.0
564,2852.0
565,2826.0
566,2824.0
567,2797.0
568,2764.0
569,2815.0
570,2735.0
571,2737.0
572,2624.0
573,2607.0
574,2647.0
575,2579.0
576,2524.0
577,2418.0
578,2414.0
579,2388.0
580,2370.0
581,2413.0
582,2372.0
583,2304.0
584,2232.0
585,2191.0
586,2093.0
587,2194.0
588,2226.0
589,2165.0
590,2096.0
591,2176.0
592,2158.0
593,2034.0
594,2148.0
595,2166.0
596,2176.0
597,2138.0
598,2219.0
599,2312.0
600,2289.0
601,2317.0
602,2308.0
603,2302.0
604,2350.0
605,2380.0
606,2421.0
607,2470.0
608,2461.0
609,2538.0
610,2581.0
611,2728.0
612,2760.0
613,2859.0
614,2795.0
615,2892.0
616,2892.0
617,2811.0
618,2729.0
619,2775.0
620,2749.0
621,2747.0
622,2680.0
623,2600.0
624,2595.0
625,2647.0
626,2497.0
627,2492.0
628,2423.0
629,2392.0
630,2373.0
631,2387.0
632,2375.0
633,2346.0
634,2268.0
635,2218.0
636,2176.0
637,2125.0
638,2198.0
639,2159.0
640,2043.0
641,2105.0
642,2180.0
643,2143.0
644,2071.0
645,2162.0
646,2212.0
647,2153.0
648,2174.0
649,2258.0
650,2306.0
651,2298.0
652,2322.0
653,2316.0
654,2273.0
655,2372.0
656,2390.0
657,2433.0
658,2485.0
659,2509.0
660,2530.0
661,2556.0
662,2767.0
663,2723.0
664,2880.0
665,2798.0
666,2872.0
667,2850.0
668,2802.0
669,2728.0
670,2803.0
671,2741.0
672,2728.0
673,2682.0
674,2560.0
675,2607.0
676,2704.0
677,2500.0
678,2457.0
679,2399.0
680,2372.0
681,2383.0
682,2414.0
683,2370.0
684,2339.0
685,2257.0
686,2227.0
687,2116.0
688,2176.0
689,2182.0
690,2111.0
691,2067.0
692,2113.0
693,2170.0
694,2047.0
695,2114.0
696,2198.0
697,2192.0
698,2179.0
699,2236.0
700,2309.0
701,2305.0
702,2301.0
703,2310.0
704,2310.0
705,2308.0
706,2396.0
707,2387.0
708,2461.0
709,2454.0
710,2506.0
711,2588.0
712,2520.0
713,2784.0
714,2687.0
715,2809.0
716,2833.0
717,2835.0
718,2852.0
719,2832.0
720,2740.0
721,2805.0
722,2741.0
723,2721.0
724,2674.0
725,2579.0
726,2631.0
727,2512.0
728,2465.0
729,2433.0
730,2422.0
731,2386.0
732,2368.0
733,2378.0
734,2346.0
735,2327.0
736,2220.0
737,2204.0
738,2129.0
739,2186.0
740,2154.0
741,2127.0
742,2079.0
743,2139.0
744,2142.0
745,2068.0
746,2200.0
747,2198.0
748,2156.0
749,2248.0
750,2222.0
751,2329.0
752,2278.0
753,2345.0
754,2327.0
755,2302.0
756,2368.0
757,2393.0
758,2428.0
759,2464.0
760,2467.0
761,2499.0
762,2576.0
763,2720.0
764,2767.0
765,2860.0
766,2802.0
767,2884.0
768,2876.0
769,2825.0
770,2798.0
771,2764.0
772,2781.0
773,2725.0
774,2669.0
775,2606.0
776,2607.0
777,2677.0
778,2498.0
779,2454.0
780,2410.0
781,2401.0
782,2361.0
783,2398.0
784,2368.0
785,2345.0
786,2264.0
787,2193.0
788,2173.0
789,2170.0
790,2142.0
791,2138.0
792,2089.0
793,2112.0
794,2191.0
795,2121.0
796,2085.0
797,2220.0
798,2225.0
799,2193.0
800,2264.0
801,2289.0
802,2349.0
803,2317.0
804,2332.0
805,2311.0
806,2295.0
807,2372.0
808,2398.0
809,2415.0
810,2446.0
811,2494.0
812,2546.0
813,2537.0
814,2798.0
815,2741.0
816,2870.0
817,2813.0
818,2899.0
819,2886.0
820,2809.0
821,2738.0
822,2817.0
823,2744.0
824,2738.0
825,2670.0
826,2578.0
827,2594.0
828,2662.0
829,2492.0
830,2433.0
831,2402.0
832,2376.0
833,2373.0
834,2407.0
835,2347.0
836,2330.0
837,2264.0
838,2206.0
839,2153.0
840,2220.0
841,2158.0
842,2110.0
843,2138.0
844,2119.0
845,2141.0
846,1979.0
847,2107.0
848,2174.0
849,2226.0
850,2240.0
851,2300.0
852,2301.0
853,2321.0
854,2346.0
855,2356.0
856,2296.0
857,2327.0
858,2373.0
859,2406.0
860,2433.0
861,2483.0
862,2507.0
863,2583.0
864,2476.0
865,2787.0
866,2740.0
867,2839.0
868,2816.0
869,2849.0
870,2843.0
871,2795.0
872,2699.0
873,2802.0
874,2729.0
875,2693.0
876,2688.0
877,2568.0
878,2614.0
879,2480.0
880,2496.0
881,2445.0
882,2407.0
883,2383.0
884,2346.0
885,2376.0
886,2341.0
887,2315.0
888,2227.0
889,2194.0
890,2164.0
891,2232.0
892,2123.0
893,2151.0
894,2065.0
895,2150.0
896,2028.0
897,1971.0
898,2078.0
899,2240.0
900,2271.0
901,2271.0
902,2309.0
903,2337.0
904,2337.0
905,2379.0
906,2353.0
907,2328.0
908,2368.0
909,2401.0
910,2425.0
911,2448.0
912,2474.0
913,2506.0
914,2573.0
915,2684.0
916,2771.0
917,2721.0
918,2837.0
919,2862.0
920,2871.0
921,2852.0
922,2810.0
923,2726.0
924,2776.0
925,2731.0
926,2654.0
927,2663.0
928,2581.0
929,2668.0
930,2513.0
931,2438.0
932,2420.0
933,2399.0
934,2361.0
935,2339.0
936,2354.0
937,2330.0
938,2247.0
939,2185.0
940,2154.0
941,2192.0
942,2187.0
943,2170.0
944,2149.0
945,2116.0
946,1996.0
947,1915.0
948,1998.0
949,2097.0
950,2236.0
951,2314.0
952,2303.0
953,2330.0
954,2363.0
955,2359.0
956,2383.0
957,2316.0
958,2319.0
959,2380.0
960,2407.0
961,2431.0
962,2457.0
963,2485.0
964,2550.0
965,2515.0
966,2807.0
967,2747.0
968,2761.0
969,2827.0
970,2888.0
971,2888.0
972,2824.0
973,2754.0
974,2760.0
975,2737.0
976,2718.0
977,2672.0
978,2641.0
979,2606.0
980,2710.0
981,2490.0
982,2426.0
983,2412.0
984,2391.0
985,2341.0
986,2330.0
987,2313.0
988,2311.0
989,2247.0
990,2188.0
991,2186.0
992,2251.0
993,2200.0
994,2149.0
995,2160.0
996,1925.0
997,1719.0
998,1786.0
999,2000.0
1000,2090.0
1001,2279.0
1002,2340.0
1003,2327.0
1004,2380.0
1005,2362.0
1006,2383.0
1007,2391.0
1008,2333.0
1009,2361.0
1010,2410.0
1011,2422.0
1012,2457.0
1013,2472.0
1014,2506.0
1015,2564.0
1016,2500.0
1017,2819.0
1018,2708.0
1019,2776.0
1020,2815.0
1021,2914.0
1022,2871.0
1023,2804.0
1024,2750.0
1025,2776.0
1026,2731.0
1027,2709.0
1028,2661.0
1029,2567.0
1030,2586.0
1031,2442.0
1032,2484.0
1033,2413.0
1034,2400.0
1035,2388.0
1036,2338.0
1037,2338.0
1038,2310.0
1039,2284.0
1040,2215.0
1041,2169.0
1042,2202.0
1043,2246.0
1044,2189.0
1045,2144.0
1046,2037.0
1047,1637.0
1048,1549.0
1049,1713.0
1050,1958.0
1051,2113.0
1052,2317.0
1053,2380.0
1054,2348.0
1055,2367.0
1056,2367.0
1057,2392.0
1058,2356.0
1059,2330.0
1060,2384.0
1061,2424.0
1062,2438.0
1063,2480.0
1064,2481.0
1065,2512.0
1066,2585.0
1067,2653.0
1068,2777.0
1069,2739.0
1070,2792.0
1071,2846.0
1072,2858.0
1073,2832.0
1074,2795.0
1075,2726.0
1076,2805.0
1077,2723.0
1078,2632.0
1079,2657.0
1080,2591.0
1081,2654.0
1082,2507.0
1083,2443.0
1084,2416.0
1085,2418.0
1086,2346.0
1087,2334.0
1088,2296.0
1089,2308.0
1090,2257.0
1091,2217.0
1092,2162.0
1093,2241.0
1094,2255.0
1095,2187.0
1096,2092.0
1097,1709.0
1098,1512.0
1099,1478.0
1100,1728.0
1101,1975.0
1102,2150.0
1103,2349.0
1104,2377.0
1105,2370.0
1106,2336.0
1107,2386.0
1108,2394.0
1109,2365.0
1110,2352.0
1111,2423.0
1112,2426.0
1113,2467.0
1114,2481.0
1115,2474.0
1116,2534.0
1117,2521.0
1118,2797.0
1119,2741.0
1120,2774.0
1121,2887.0
1122,2859.0
1123,2887.0
1124,2856.0
1125,2764.0
1126,2726.0
1127,2787.0
1128,2691.0
1129,2658.0
1130,2667.0
1131,2580.0
1132,2681.0
1133,2458.0
1134,2414.0
1135,2414.0
1136,2409.0
1137,2360.0
1138,2274.0
1139,2277.0
1140,2293.0
1141,2229.0
1142,2185.0
1143,2181.0
1144,2269.0
1145,2250.0
1146,2167.0
1147,1901.0
1148,1486.0
1149,1428.0
1150,1517.0
1151,1682.0
1152,1950.0
1153,2180.0
1154,2379.0
1155,2383.0
1156,2392.0
1157,2373.0
1158,2388.0
1159,2402.0
1160,2354.0
1161,2396.0
1162,2430.0
1163,2437.0
1164,2469.0
1165,2462.0
1166,2494.0
1167,2567.0
1168,2507.0
1169,2836.0
1170,2737.0
1171,2777.0
1172,2835.0
1173,2893.0
1174,2888.0
1175,2847.0
1176,2766.0
1177,2786.0
1178,2728.0
1179,2670.0
1180,2645.0
1181,2620.0
1182,2558.0
1183,2594.0
1184,2474.0
1185,2422.0
1186,2423.0
1187,2381.0
1188,2356.0
1189,2282.0
1190,2281.0
1191,2266.0
1192,2212.0
1193,2176.0
1194,2212.0
1195,2268.0
1196,2195.0
1197,2114.0
1198,1575.0
1199,1441.0
1200,1364.0
1201,1467.0
1202,1664.0
1203,1933.0
1204,2222.0
1205,2390.0
1206,2368.0
1207,2382.0
1208,2396.0
1209,2369.0
1210,2402.0
1211,2378.0
1212,2420.0
1213,2447.0
1214,2462.0
1215,2475.0
1216,2453.0
1217,2488.0
1218,2568.0
1219,2678.0
1220,2772.0
1221,2757.0
1222,2788.0
1223,2869.0
1224,2909.0
1225,2888.0
1226,2830.0
1227,2761.0
1228,2809.0
1229,2700.0
1230,2646.0
1231,2670.0
1232,2582.0
1233,2604.0
1234,2510.0
1235,2439.0
1236,2411.0
1237,2419.0
1238,2353.0
1239,2308.0
1240,2244.0
1241,2242.0
1242,2230.0
1243,2208.0
1244,2201.0
1245,2259.0
1246,2272.0
1247,2150.0
1248,1710.0
1249,1539.0
1250,1329.0
1251,1315.0
1252,1515.0
1253,1705.0
1254,1962.0
1255,2279.0
1256,2413.0
1257,2371.0
1258,2336.0
1259,2422.0
1260,2379.0
1261,2397.0
1262,2383.0
1263,2420.0
1264,2429.0
1265,2458.0
1266,2484.0
1267,2479.0
1268,2517.0
1269,2530.0
1270,2835.0
1271,2763.0
1272,2788.0
1273,2811.0
1274,2902.0
1275,2865.0
1276,2855.0
1277,2820.0
1278,2750.0
1279,2777.0
1280,2727.0
1281,2659.0
1282,2655.0
1283,2548.0
1284,2647.0
1285,2470.0
1286,2432.0
1287,2427.0
1288,2396.0
1289,2387.0
1290,2310.0
1291,2270.0
1292,2257.0
1293,2211.0
1294,2216.0
1295,2216.0
1296,2274.0
1297,2200.0
1298,2040.0
1299,1633.0
1300,1431.0
1301,1272.0
1302,1385.0
1303,1560.0
1304,1720.0
1305,1996.0
1306,2322.0
1307,2443.0
1308,2388.0
1309,2361.0
1310,2396.0
1311,2401.0
1312,2373.0
1313,2412.0
1314,2450.0
1315,2441.0
1316,2485.0
1317,2477.0
1318,2491.0
1319,2546.0
1320,2495.0
1321,2821.0
1322,2748.0
1323,2787.0
1324,2854.0
1325,2870.0
1326,2884.0
1327,2884.0
1328,2795.0
1329,2752.0
1330,2752.0
1331,2708.0
1332,2666.0
1333,2665.0
1334,2589.0
1335,2687.0
1336,2464.0
1337,2442.0
1338,2426.0
1339,2363.0
1340,2337.0
1341,2271.0
1342,2247.0
1343,2233.0
1344,2219.0
1345,2200.0
1346,2252.0
1347,2254.0
1348,2175.0
1349,1689.0
1350,1560.0
1351,1348.0
1352,1293.0
1353,1447.0
1354,1622.0
1355,1774.0
1356,2025.0
1357,2375.0
1358,2414.0
1359,2376.0
1360,2399.0
1361,2382.0
1362,2416.0
1363,2382.0
1364,2431.0
1365,2458.0
1366,2478.0
1367,2486.0
1368,2468.0
1369,2510.0
1370,2556.0
1371,2658.0
1372,2788.0
1373,2756.0
1374,2790.0
1375,2885.0
1376,2877.0
1377,2898.0
1378,2869.0
1379,2790.0
1380,2781.0
1381,2719.0
1382,2655.0
1383,2654.0
1384,2602.0
1385,2571.0
1386,2477.0
1387,2456.0
1388,2435.0
1389,2423.0
1390,2362.0
1391,2299.0
1392,2223.0
1393,2236.0
1394,2191.0
1395,2195.0
1396,2246.0
1397,2282.0
1398,2226.0
1399,1916.0
1400,1666.0
1401,1481.0
1402,1284.0
1403,1325.0
1404,1511.0
1405,1646.0
1406,1808.0
1407,2047.0
1408,2404.0
1409,2389.0
1410,2365.0
1411,2383.0
1412,2411.0
1413,2401.0
1414,2410.0
1415,2455.0
1416,2453.0
1417,2489.0
1418,2518.0
1419,2484.0
1420,2500.0
1421,2542.0
1422,2853.0
1423,2774.0
1424,2770.0
1425,2854.0
1426,2891.0
1427,2864.0
1428,2887.0
1429,2831.0
1430,2735.0
1431,2810.0
1432,2753.0
1433,2651.0
1434,2669.0
1435,2592.0
1436,2610.0
1437,2482.0
1438,2439.0
1439,2440.0
1440,2404.0
1441,2320.0
1442,2289.0
1443,2190.0
1444,2238.0
1445,2169.0
1446,2204.0
1447,2265.0
1448,2289.0
1449,2165.0
1450,1736.0
1451,1608.0
1452,1467.0
1453,1322.0
1454,1395.0
1455,1549.0
1456,1692.0
1457,1871.0
1458,2095.0
1459,2447.0
1460,2385.0
1461,2380.0
1462,2400.0
1463,2411.0
1464,2416.0
1465,2427.0
1466,2463.0
1467,2449.0
1468,2500.0
1469,2488.0
1470,2475.0
1471,2542.0
1472,2499.0
1473,2820.0
1474,2763.0
1475,2775.0
1476,2895.0
1477,2852.0
1478,2815.0
1479,2854.0
1480,2833.0
1481,2758.0
1482,2741.0
1483,2675.0
1484,2658.0
1485,2693.0
1486,2592.0
1487,2680.0
1488,2481.0
1489,2457.0
1490,2417.0
1491,2334.0
1492,2286.0
1493,2252.0
1494,2218.0
1495,2237.0
1496,2163.0
1497,2235.0
1498,2275.0
1499,2271.0
1500,1894.0
1501,1701.0
1502,1540.0
1503,1375.0
1504,1317.0
1505,1445.0
1506,1595.0
1507,1733.0
1508,1925.0
1509,2139.0
1510,2463.0
1511,2386.0
1512,2392.0
1513,2421.0
1514,2395.0
1515,2411.0
1516,2439.0
1517,2467.0
1518,2466.0
1519,2528.0
1520,2481.0
1521,2513.0
1522,2550.0
1523,2670.0
1524,2788.0
1525,2793.0
1526,2767.0
1527,2880.0
1528,2854.0
1529,2873.0
1530,2855.0
1531,2827.0
1532,2786.0
1533,2721.0
1534,2622.0
1535,2687.0
1536,2647.0
1537,2600.0
1538,2598.0
1539,2455.0
1540,2466.0
1541,2392.0
1542,2339.0
1543,2270.0
1544,2206.0
1545,2224.0
1546,2196.0
1547,2149.0
1548,2258.0
1549,2297.0
1550,2148.0
1551,1800.0
1552,1668.0
1553,1507.0
1554,1318.0
1555,1314.0
1556,1480.0
1557,1613.0
1558,1755.0
1559,1947.0
1560,2188.0
1561,2446.0
1562,2410.0
1563,2430.0
1564,2388.0
1565,2425.0
1566,2427.0
1567,2445.0
1568,2461.0
1569,2481.0
1570,2520.0
1571,2483.0
1572,2517.0
1573,2545.0
1574,2838.0
1575,2785.0
1576,2760.0
1577,2819.0
1578,2899.0
1579,2852.0
1580,2848.0
1581,2842.0
1582,2787.0
1583,2807.0
1584,2763.0
1585,2642.0
1586,2673.0
1587,2629.0
1588,2582.0
1589,2471.0
1590,2448.0
1591,2430.0
1592,2366.0
1593,2287.0
1594,2251.0
1595,2241.0
1596,2237.0
1597,2188.0
1598,2159.0
1599,2257.0
1600,2278.0
1601,1882.0
1602,1790.0
1603,1617.0
1604,1443.0
1605,1333.0
1606,1387.0
1607,1536.0
1608,1651.0
1609,1774.0
1610,1990.0
1611,2260.0
1612,2457.0
1613,2441.0
1614,2429.0
1615,2413.0
1616,2451.0
1617,2448.0
1618,2441.0
1619,2452.0
1620,2484.0
1621,2500.0
1622,2480.0
1623,2517.0
1624,2511.0
1625,2842.0
1626,2761.0
1627,2753.0
1628,2873.0
1629,2874.0
1630,2830.0
1631,2809.0
1632,2796.0
1633,2756.0
1634,2790.0
1635,2671.0
1636,2673.0
1637,2723.0
1638,2577.0
1639,2632.0
1640,2483.0
1641,2464.0
1642,2390.0
1643,2362.0
1644,2253.0
1645,2249.0
1646,2226.0
1647,2210.0
1648,2201.0
1649,2195.0
1650,2277.0
1651,2115.0
1652,1864.0
1653,1760.0
1654,1566.0
1655,1398.0
1656,1340.0
1657,1452.0
1658,1557.0
1659,1706.0
1660,1807.0
1661,2014.0
1662,2358.0
1663,2458.0
1664,2425.0
1665,2443.0
1666,2413.0
1667,2450.0
1668,2452.0
1669,2448.0
1670,2484.0
1671,2523.0
1672,2501.0
1673,2520.0
1674,2562.0
1675,2673.0
1676,2778.0
1677,2784.0
1678,2732.0
1679,2908.0
1680,2836.0
1681,2820.0
1682,2878.0
1683,2792.0
1684,2760.0
1685,2755.0
1686,2651.0
1687,2702.0
1688,2723.0
1689,2595.0
1690,2637.0
1691,2456.0
1692,2444.0
1693,2384.0
1694,2285.0
1695,2273.0
1696,2239.0
1697,2225.0
1698,2216.0
1699,2187.0
1700,2242.0
1701,2245.0
1702,1927.0
1703,1827.0
1704,1681.0
1705,1513.0
1706,1353.0
1707,1370.0
1708,1511.0
1709,1597.0
1710,1748.0
1711,1858.0
1712,2057.0
1713,2381.0
1714,2433.0
1715,2437.0
1716,2424.0
1717,2423.0
1718,2443.0
1719,2446.0
1720,2469.0
1721,2479.0
1722,2522.0
1723,2506.0
1724,2510.0
1725,2580.0
1726,2814.0
1727,2770.0
1728,2759.0
1729,2796.0
1730,2919.0
1731,2832.0
1732,2862.0
1733,2849.0
1734,2820.0
1735,2762.0
1736,2776.0
1737,2683.0
1738,2711.0
1739,2630.0
1740,2585.0
1741,2470.0
1742,2475.0
1743,2408.0
1744,2363.0
1745,2267.0
1746,2263.0
1747,2252.0
1748,2219.0
1749,2226.0
1750,2190.0
1751,2276.0
1752,2125.0
1753,1909.0
1754,1810.0
1755,1607.0
1756,1491.0
1757,1370.0
1758,1441.0
1759,1532.0
1760,1619.0
1761,1773.0
1762,1905.0
1763,2094.0
1764,2399.0
1765,2455.0
1766,2463.0
1767,2428.0
1768,2457.0
1769,2452.0
1770,2426.0
1771,2501.0
1772,2483.0
1773,2528.0
1774,2501.0
1775,2512.0
1776,2539.0
1777,2814.0
1778,2783.0
1779,2724.0
1780,2897.0
1781,2868.0
1782,2839.0
1783,2842.0
1784,2845.0
1785,2770.0
1786,2781.0
1787,2703.0
1788,2716.0
1789,2712.0
1790,2585.0
1791,2603.0
1792,2504.0
1793,2455.0
1794,2360.0
1795,2343.0
1796,2255.0
1797,2278.0
1798,2260.0
1799,2220.0
1800,2229.0
1801,2202.0
1802,2267.0
1803,1996.0
1804,1892.0
1805,1713.0
1806,1555.0
1807,1442.0
1808,1390.0
1809,1468.0
1810,1566.0
1811,1659.0
1812,1817.0
1813,1949.0
1814,2135.0
1815,2439.0
1816,2469.0
1817,2459.0
1818,2434.0
1819,2460.0
1820,2468.0
1821,2433.0
1822,2480.0
1823,2491.0
1824,2542.0
1825,2518.0
1826,2565.0
1827,2771.0
1828,2786.0
1829,2760.0
1830,2735.0
1831,2903.0
1832,2804.0
1833,2802.0
1834,2878.0
1835,2802.0
1836,2756.0
1837,2778.0
1838,2698.0
1839,2720.0
1840,2725.0
1841,2595.0
1842,2698.0
1843,2470.0
1844,2457.0
1845,2373.0
1846,2255.0
1847,2266.0
1848,2273.0
1849,2261.0
1850,2223.0
1851,2220.0
1852,2254.0
1853,2176.0
1854,1962.0
1855,1837.0
1856,1648.0
1857,1514.0
1858,1436.0
1859,1392.0
1860,1548.0
1861,1623.0
1862,1709.0
1863,1848.0
1864,1992.0
1865,2165.0
1866,2463.0
1867,2472.0
1868,2455.0
1869,2464.0
1870,2470.0
1871,2461.0
1872,2438.0
